"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","response_bin","confidence","recog_correct","attempt","accuracy","dishonest","display","counterbalance_order","list","quarter","event","event_name","condition","seq_pos","spatial_pos","recog_block","recog_stim","recog_cond"
"14/07/2021 19:53:22","14/07/2021 15:53:22",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",14,759.800000000745,"def_old","old","high","old",1,1,0,"recog_trial","SS5",6,3,1,"pet store.png","rand",3,4,1,"grasshopperB.png","target"
"14/07/2021 19:53:24","14/07/2021 15:53:24",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",15,786.800000000745,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,2,"pet store.png","rand",6,1,1,"horseB.png","target"
"14/07/2021 19:53:26","14/07/2021 15:53:26",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",16,1057.80000000075,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,3,"grocery store.png","pred",2,4,1,"seaweedA.png","lure"
"14/07/2021 19:53:28","14/07/2021 15:53:29",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",17,1185.39999999851,"def_old","old","high","old",1,1,0,"recog_trial","SS5",3,2,4,"grocery store.png","pred",3,3,1,"gummybearsB.png","target"
"14/07/2021 19:53:30","14/07/2021 15:53:31",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",18,996.39999999851,"def_new","new","high","new",1,1,0,"recog_trial","SS5",2,1,3,"grocery store.png","pred",3,3,1,"mustardA.png","lure"
"14/07/2021 19:53:32","14/07/2021 15:53:33",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",19,1172.5,"def_new","new","high","new",1,1,0,"recog_trial","SS5",2,1,3,"grocery store.png","pred",5,2,1,"grapesA.png","lure"
"14/07/2021 19:53:34","14/07/2021 15:53:35",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",20,792,"def_new","new","high","new",1,1,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",3,1,1,"dragonflyA.png","lure"
"14/07/2021 19:53:36","14/07/2021 15:53:36",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",21,688.400000002235,"def_new","new","high","new",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",3,3,1,"cookedchickenA.png","lure"
"14/07/2021 19:53:38","14/07/2021 15:53:38",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",22,834.199999999255,"def_new","new","high","new",1,1,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",4,4,1,"granolaA.png","lure"
"14/07/2021 19:53:40","14/07/2021 15:53:40",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",23,731.099999997765,"def_old","old","high","old",1,1,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",5,2,1,"cabbageB.png","target"
"14/07/2021 19:53:42","14/07/2021 15:53:42",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",24,1310.89999999851,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,3,"pet store.png","rand",5,2,1,"lemurB.png","target"
"14/07/2021 19:53:44","14/07/2021 15:53:44",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",25,808.60000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",5,4,1,"kangarooA.png","lure"
"14/07/2021 19:53:47","14/07/2021 15:53:48",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",26,2561.69999999925,"def_old","old","high","old",1,1,0,"recog_trial","SS5",2,1,4,"pet store.png","rand",3,2,1,"hummingbirdB.png","target"
"14/07/2021 19:53:49","14/07/2021 15:53:50",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",27,828.800000000745,"def_new","new","high","old",1,0,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",2,4,1,"turkeyB.png","target"
"14/07/2021 19:54:01","14/07/2021 15:54:02",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",29,2134.60000000149,"def_old","old","high","old",1,1,0,"recog_trial","SS5",6,3,1,"pet store.png","rand",6,1,2,"badgerB.png","target"
"14/07/2021 19:54:03","14/07/2021 15:54:03",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",30,857.29999999702,"def_old","old","high","old",1,1,0,"recog_trial","SS5",7,4,2,"pet store.png","rand",4,4,2,"llamaB.png","target"
"14/07/2021 19:54:05","14/07/2021 15:54:06",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",31,1032.19999999925,"def_new","new","high","new",1,1,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",1,1,2,"dumplingsA.png","lure"
"14/07/2021 19:54:07","14/07/2021 15:54:07",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",32,780.699999999255,"def_old","old","high","old",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",2,2,2,"koalaB.png","target"
"14/07/2021 19:54:09","14/07/2021 15:54:09",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",33,895.199999999255,"def_old","old","high","old",1,1,0,"recog_trial","SS5",6,3,2,"grocery store.png","pred",4,4,2,"strawberriesB.png","target"
"14/07/2021 19:54:11","14/07/2021 15:54:11",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",34,1105.39999999851,"def_new","new","high","new",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",5,2,2,"artichokeA.png","lure"
"14/07/2021 19:54:13","14/07/2021 15:54:13",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",35,901.5,"def_old","old","high","old",1,1,0,"recog_trial","SS5",3,2,4,"grocery store.png","pred",2,4,2,"garlicB.png","target"
"14/07/2021 19:54:15","14/07/2021 15:54:15",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",36,683.5,"def_old","old","high","new",1,0,0,"recog_trial","SS5",3,2,4,"grocery store.png","pred",4,4,2,"pancakesA.png","lure"
"14/07/2021 19:54:17","14/07/2021 15:54:18",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",37,1372.30000000075,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",6,3,2,"croissantB.png","target"
"14/07/2021 19:54:19","14/07/2021 15:54:20",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",38,1285.10000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",5,3,1,"grocery store.png","pred",3,3,2,"basilA.png","lure"
"14/07/2021 19:54:21","14/07/2021 15:54:22",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",39,809.800000000745,"def_old","old","high","old",1,1,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",6,3,2,"blackpepperB.png","target"
"14/07/2021 19:54:23","14/07/2021 15:54:24",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",40,1018.10000000149,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,1,"grocery store.png","pred",5,2,2,"kiwiB.png","target"
"14/07/2021 19:54:25","14/07/2021 15:54:26",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",41,1072.30000000075,"def_old","old","high","new",1,0,0,"recog_trial","SS5",2,1,4,"pet store.png","rand",2,1,2,"camelA.png","lure"
"14/07/2021 19:54:27","14/07/2021 15:54:28",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",42,1076.60000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",3,1,2,"tortoiseA.png","lure"
"14/07/2021 19:54:30","14/07/2021 15:54:30",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",43,1004.69999999925,"def_old","old","high","old",1,1,0,"recog_trial","SS5",2,1,3,"grocery store.png","pred",6,3,2,"bagelB.png","target"
"14/07/2021 19:54:31","14/07/2021 15:54:32",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",44,762,"def_old","old","high","old",1,1,0,"recog_trial","SS5",1,1,2,"grocery store.png","pred",3,3,2,"avocadoB.png","target"
"14/07/2021 19:54:35","14/07/2021 15:54:35",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",45,2202.59999999776,"def_old","old","high","old",1,1,0,"recog_trial","SS5",3,2,4,"grocery store.png","pred",5,2,2,"raspberriesB.png","target"
"14/07/2021 19:54:37","14/07/2021 15:54:37",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",46,942.699999999255,"def_new","new","high","new",1,1,0,"recog_trial","SS5",6,3,1,"pet store.png","rand",1,2,2,"goatA.png","lure"
"14/07/2021 19:54:38","14/07/2021 15:54:39",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",47,861.60000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",6,3,2,"grocery store.png","pred",5,2,2,"jalapenoA.png","lure"
"14/07/2021 19:54:40","14/07/2021 15:54:41",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",48,849.900000002235,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,3,"grocery store.png","pred",5,2,2,"hummusA.png","lure"
"14/07/2021 19:54:44","14/07/2021 15:54:44",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",49,2556.69999999925,"def_new","new","high","new",1,1,0,"recog_trial","SS5",2,1,4,"pet store.png","rand",1,3,2,"lionA.png","lure"
"14/07/2021 19:54:46","14/07/2021 15:54:46",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",50,875.10000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",2,3,2,"pufferfishA.png","lure"
"14/07/2021 19:54:48","14/07/2021 15:54:48",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",51,908.199999999255,"def_old","old","high","old",1,1,0,"recog_trial","SS5",2,1,4,"pet store.png","rand",6,2,2,"cuttlefishB.png","target"
"14/07/2021 19:54:50","14/07/2021 15:54:50",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",52,989.5,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",4,1,2,"owlA.png","lure"
"14/07/2021 19:54:55","14/07/2021 15:54:56",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",54,940.39999999851,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,3,"pet store.png","rand",4,1,3,"pangolinB.png","target"
"14/07/2021 19:54:57","14/07/2021 15:54:57",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",55,869.5,"def_new","new","high","old",1,0,0,"recog_trial","SS5",8,4,3,"grocery store.png","pred",1,1,3,"pineappleB.png","target"
"14/07/2021 19:54:59","14/07/2021 15:54:59",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",56,929.60000000149,"def_old","old","high","old",1,1,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",4,3,3,"turtleB.png","target"
"14/07/2021 19:55:01","14/07/2021 15:55:01",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",57,773.900000002235,"def_old","old","high","old",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",1,3,3,"giraffeB.png","target"
"14/07/2021 19:55:03","14/07/2021 15:55:03",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",58,1010.80000000075,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,2,"pet store.png","rand",5,3,3,"butterflyB.png","target"
"14/07/2021 19:55:05","14/07/2021 15:55:05",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",59,876.300000000745,"def_old","old","high","old",1,1,0,"recog_trial","SS5",2,1,3,"grocery store.png","pred",4,4,3,"popcornB.png","target"
"14/07/2021 19:55:06","14/07/2021 15:55:07",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",60,693.099999997765,"def_new","new","high","old",1,0,0,"recog_trial","SS5",1,1,2,"grocery store.png","pred",2,4,3,"orangeB.png","target"
"14/07/2021 19:55:08","14/07/2021 15:55:09",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",61,884.60000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",6,2,3,"caterpillarA.png","lure"
"14/07/2021 19:55:10","14/07/2021 15:55:11",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",62,806.79999999702,"def_new","new","high","new",1,1,0,"recog_trial","SS5",7,4,2,"pet store.png","rand",2,3,3,"penguinA.png","lure"
"14/07/2021 19:55:12","14/07/2021 15:55:13",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",63,885.800000000745,"def_old","old","high","old",1,1,0,"recog_trial","SS5",2,1,4,"pet store.png","rand",5,4,3,"snailB.png","target"
"14/07/2021 19:55:14","14/07/2021 15:55:14",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",64,833.89999999851,"def_new","new","high","new",1,1,0,"recog_trial","SS5",5,3,1,"grocery store.png","pred",6,3,3,"sandwichA.png","lure"
"14/07/2021 19:55:16","14/07/2021 15:55:16",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",65,724.89999999851,"def_new","new","high","new",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",2,4,3,"porkA.png","lure"
"14/07/2021 19:55:18","14/07/2021 15:55:18",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",66,1051.5,"def_old","old","high","new",1,0,0,"recog_trial","SS5",4,2,2,"pet store.png","rand",1,4,3,"crocodileA.png","lure"
"14/07/2021 19:55:20","14/07/2021 15:55:20",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",67,964.699999999255,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",6,4,3,"polarbearA.png","lure"
"14/07/2021 19:55:22","14/07/2021 15:55:22",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",68,772.5,"def_old","old","high","new",1,0,0,"recog_trial","SS5",5,3,3,"pet store.png","rand",3,4,3,"chickenA.png","lure"
"14/07/2021 19:55:24","14/07/2021 15:55:24",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",69,821.20000000298,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",1,1,3,"cornB.png","target"
"14/07/2021 19:55:26","14/07/2021 15:55:27",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",70,1773.5,"def_old","old","high","new",1,0,0,"recog_trial","SS5",6,3,1,"pet store.png","rand",4,3,3,"rhinoA.png","lure"
"14/07/2021 19:55:28","14/07/2021 15:55:29",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",71,697.60000000149,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,3,"pet store.png","rand",2,1,3,"stingrayB.png","target"
"14/07/2021 19:55:30","14/07/2021 15:55:31",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",72,945.800000000745,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,2,"grocery store.png","pred",1,1,3,"peachesA.png","lure"
"14/07/2021 19:55:32","14/07/2021 15:55:33",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",73,1359.30000000075,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",5,1,3,"ostrichA.png","lure"
"14/07/2021 19:55:34","14/07/2021 15:55:35",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",74,718.39999999851,"def_new","new","high","old",1,0,0,"recog_trial","SS5",7,4,2,"pet store.png","rand",3,1,3,"frogB.png","target"
"14/07/2021 19:55:36","14/07/2021 15:55:36",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",75,714.60000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",3,2,4,"grocery store.png","pred",1,1,3,"waffleA.png","lure"
"14/07/2021 19:55:38","14/07/2021 15:55:38",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",76,841.79999999702,"def_old","old","high","old",1,1,0,"recog_trial","SS5",6,3,2,"grocery store.png","pred",6,3,3,"nachosB.png","target"
"14/07/2021 19:55:40","14/07/2021 15:55:40",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",77,1115.5,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,3,"grocery store.png","pred",6,3,3,"poutineA.png","lure"
"14/07/2021 19:55:47","14/07/2021 15:55:48",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",79,975,"def_new","new","high","old",1,0,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",1,3,4,"mantisB.png","target"
"14/07/2021 19:55:49","14/07/2021 15:55:50",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",80,1069.80000000075,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,2,"pet store.png","rand",3,3,4,"platypusB.png","target"
"14/07/2021 19:55:51","14/07/2021 15:55:52",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",81,1054.20000000298,"def_old","old","high","old",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",5,4,4,"walrusB.png","target"
"14/07/2021 19:55:53","14/07/2021 15:55:54",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",82,896.599999997765,"def_new","new","high","new",1,1,0,"recog_trial","SS5",6,3,1,"pet store.png","rand",2,1,4,"tigerA.png","lure"
"14/07/2021 19:55:55","14/07/2021 15:55:55",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",83,709,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,1,"grocery store.png","pred",1,1,4,"oliveoilB.png","target"
"14/07/2021 19:55:57","14/07/2021 15:55:57",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",84,579.60000000149,"def_new","new","high","old",1,0,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",1,2,4,"parrotB.png","target"
"14/07/2021 19:55:58","14/07/2021 15:55:59",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",85,657.900000002235,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,2,"grocery store.png","pred",4,4,4,"butterA.png","lure"
"14/07/2021 19:56:00","14/07/2021 15:56:01",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",86,792.5,"def_new","new","high","new",1,1,0,"recog_trial","SS5",7,4,2,"pet store.png","rand",5,1,4,"beetleA.png","lure"
"14/07/2021 19:56:02","14/07/2021 15:56:02",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",87,762.699999999255,"def_old","old","high","old",1,1,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",2,4,4,"dragonfruitB.png","target"
"14/07/2021 19:56:04","14/07/2021 15:56:04",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",88,784.5,"def_new","new","high","new",1,1,0,"recog_trial","SS5",4,2,2,"pet store.png","rand",4,2,4,"dolphinA.png","lure"
"14/07/2021 19:56:05","14/07/2021 15:56:06",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",89,771.199999999255,"def_new","new","high","new",1,1,0,"recog_trial","SS5",6,3,2,"grocery store.png","pred",1,1,4,"pretzelA.png","lure"
"14/07/2021 19:56:07","14/07/2021 15:56:08",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",90,826.60000000149,"def_old","old","high","old",1,1,0,"recog_trial","SS5",4,2,4,"grocery store.png","pred",4,4,4,"ramenB.png","target"
"14/07/2021 19:56:10","14/07/2021 15:56:11",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",91,2096.19999999925,"def_new","new","high","new",1,1,0,"recog_trial","SS5",8,4,1,"pet store.png","rand",3,4,4,"toadA.png","lure"
"14/07/2021 19:56:12","14/07/2021 15:56:13",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",92,796.39999999851,"def_old","old","high","old",1,1,0,"recog_trial","SS5",5,3,3,"pet store.png","rand",1,3,4,"chameleonB.png","target"
"14/07/2021 19:56:14","14/07/2021 15:56:15",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",93,788.70000000298,"def_old","old","high","new",1,0,0,"recog_trial","SS5",7,4,1,"grocery store.png","pred",3,3,4,"walnutsA.png","lure"
"14/07/2021 19:56:16","14/07/2021 15:56:16",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",94,748.300000000745,"def_new","new","high","new",1,1,0,"recog_trial","SS5",1,1,4,"pet store.png","rand",4,2,4,"bisonA.png","lure"
"14/07/2021 19:56:18","14/07/2021 15:56:18",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",95,822,"def_old","old","high","old",1,1,0,"recog_trial","SS5",6,3,2,"grocery store.png","pred",3,3,4,"smoresB.png","target"
"14/07/2021 19:56:19","14/07/2021 15:56:20",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",96,618.300000000745,"def_new","new","high","old",1,0,0,"recog_trial","SS5",7,4,2,"pet store.png","rand",6,3,4,"killerwhaleB.png","target"
"14/07/2021 19:56:22","14/07/2021 15:56:22",56975,3,4265819,"60d5d29541e3a5a148be906c","Chrome 91.0.4472.124","recognition",3,"SS5",97,1072.10000000149,"def_new","new","high","new",1,1,0,"recog_trial","SS5",3,2,3,"pet store.png","rand",6,1,4,"batA.png","lure"
